"(217, 186, 175, 255)","(214, 155, 159, 255)"
"(210, 161, 145, 255)","(193, 106, 124, 255)"
"(230, 211, 213, 255)","(218, 165, 196, 255)"
"(231, 185, 154, 255)","(232, 127, 116, 255)"
"(225, 201, 190, 255)","(217, 147, 158, 255)"
"(165, 115, 96, 255)","(154, 75, 73, 255)"
"(201, 167, 162, 255)","(198, 150, 158, 255)"
"(215, 190, 186, 255)","(199, 123, 139, 255)"
"(222, 197, 185, 255)","(207, 159, 163, 255)"
"(240, 177, 130, 255)","(232, 110, 69, 255)"
